Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2010-2020
Australia,AUS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,57.7,58.44,58.25,58.23,59.48,59.63,..,..
Israel,ISR,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,44.5,44.62,44.74,45.36,44.57,43.72,..,..
Country List,(Country List),"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.758,1.753,1.747,1.739,1.73,1.719,..,..
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.312,2.301,2.288,2.275,2.261,2.247,..,..
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.883,1.863,1.843,1.825,1.807,1.789,..,..
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.8625,1.8435,1.8205,1.7655,1.7295,1.705,..,..
United Kingdom,GBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.81,1.8,1.79,1.74,1.68,1.65,..,..
United Arab Emirates,ARE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.595,1.541,1.491,1.448,1.413,1.387,..,..
Turkey,TUR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.109,2.101,2.092,2.081,2.069,2.055,..,..
Norway,NOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.75,1.72,1.71,1.62,1.56,1.53,..,..
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.3,1.33,1.38,1.35,1.35,1.35,..,..
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.333,2.295,2.266,2.243,2.222,2.202,..,..
Singapore,SGP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.25,1.24,1.2,1.16,1.14,1.14,..,..
Vietnam,VNM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.996,2.014,2.03,2.042,2.049,2.05,..,..
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.656,1.665,1.675,1.683,1.69,1.696,..,..
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.653,5.592,5.526,5.457,5.387,5.317,..,..
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.511,2.484,2.457,2.43,2.405,2.381,..,..
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.441,3.436,3.41,3.37,3.326,3.28,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.826,1.814,1.752,1.741,1.74,1.657,..,..
Israel,ISR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.08,3.09,3.11,3.11,3.09,3.01,..,..
Country List,(Country List),"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..
Brazil,BRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.87E+12,1.80E+12,1.74E+12,1.77E+12,1.80E+12,1.82E+12,1.75E+12,0.26624568
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5.79E+11,5.95E+11,5.82E+11,5.99E+11,5.83E+11,5.71E+11,5.15E+11,-0.711595205
Colombia,COL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.85E+11,2.93E+11,3.00E+11,3.04E+11,3.11E+11,3.22E+11,3.00E+11,2.501438978
United States,USA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.77E+13,1.82E+13,1.86E+13,1.90E+13,1.96E+13,2.00E+13,1.92E+13,1.649608253
United Kingdom,GBR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.88E+12,2.96E+12,3.02E+12,3.09E+12,3.14E+12,3.19E+12,2.88E+12,0.776407182
United Arab Emirates,ARE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.41E+11,3.58E+11,3.69E+11,3.78E+11,3.82E+11,3.95E+11,3.71E+11,2.875994488
Turkey,TUR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,8.15E+11,8.64E+11,8.93E+11,9.60E+11,9.89E+11,9.97E+11,1.02E+12,5.026921788
Norway,NOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.78E+11,3.86E+11,3.90E+11,3.99E+11,4.03E+11,4.07E+11,4.04E+11,1.312570129
Greece,GRC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.96E+11,1.96E+11,1.95E+11,1.97E+11,2.00E+11,2.04E+11,1.85E+11,-2.573437145
India,IND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.95E+12,2.10E+12,2.28E+12,2.43E+12,2.59E+12,2.70E+12,2.50E+12,4.872286852
Singapore,SGP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.99E+11,3.08E+11,3.18E+11,3.33E+11,3.44E+11,3.49E+11,3.30E+11,2.896936964
Vietnam,VNM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.81E+11,1.93E+11,2.05E+11,2.19E+11,2.35E+11,2.51E+11,2.59E+11,5.78238772
China,CHN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.03E+13,1.11E+13,1.18E+13,1.26E+13,1.35E+13,1.43E+13,1.46E+13,6.611099844
Nigeria,NGA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4.74E+11,4.87E+11,4.79E+11,4.83E+11,4.92E+11,5.03E+11,4.94E+11,2.59608201
South Africa,ZAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.42E+11,3.47E+11,3.49E+11,3.53E+11,3.58E+11,3.59E+11,3.36E+11,0.741472777
"Egypt, Arab Rep.",EGY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.16E+11,3.29E+11,3.44E+11,3.58E+11,3.77E+11,3.98E+11,4.12E+11,3.571114793
Australia,AUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.32E+12,1.35E+12,1.39E+12,1.42E+12,1.46E+12,1.49E+12,1.49E+12,2.342141839
Israel,ISR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.93E+11,3.00E+11,3.13E+11,3.27E+11,3.40E+11,3.53E+11,3.45E+11,3.322426564
Country List,(Country List),GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..
Brazil,BRA,GDP (constant LCU),NY.GDP.MKTP.KN,4.26E+12,4.11E+12,3.98E+12,4.03E+12,4.10E+12,4.16E+12,3.99E+12,0.26624568
Argentina,ARG,GDP (constant LCU),NY.GDP.MKTP.KN,7.02E+11,7.21E+11,7.06E+11,7.26E+11,7.07E+11,6.93E+11,6.24E+11,-0.711595205
Colombia,COL,GDP (constant LCU),NY.GDP.MKTP.KN,7.82E+14,8.05E+14,8.21E+14,8.33E+14,8.54E+14,8.82E+14,8.22E+14,2.501438978
United States,USA,GDP (constant LCU),NY.GDP.MKTP.KN,1.77E+13,1.82E+13,1.86E+13,1.90E+13,1.96E+13,2.00E+13,1.92E+13,1.649608253
United Kingdom,GBR,GDP (constant LCU),NY.GDP.MKTP.KN,1.89E+12,1.94E+12,1.98E+12,2.02E+12,2.05E+12,2.09E+12,1.89E+12,0.776407182
United Arab Emirates,ARE,GDP (constant LCU),NY.GDP.MKTP.KN,1.30E+12,1.37E+12,1.41E+12,1.44E+12,1.46E+12,1.51E+12,1.42E+12,2.875994488
Turkey,TUR,GDP (constant LCU),NY.GDP.MKTP.KN,1.45E+12,1.54E+12,1.59E+12,1.71E+12,1.76E+12,1.77E+12,1.80E+12,5.026921788
Norway,NOR,GDP (constant LCU),NY.GDP.MKTP.KN,3.05E+12,3.11E+12,3.14E+12,3.22E+12,3.25E+12,3.28E+12,3.26E+12,1.312570129
Greece,GRC,GDP (constant LCU),NY.GDP.MKTP.KN,1.77E+11,1.76E+11,1.76E+11,1.77E+11,1.80E+11,1.84E+11,1.67E+11,-2.573437145
India,IND,GDP (constant LCU),NY.GDP.MKTP.KN,1.05E+14,1.14E+14,1.23E+14,1.31E+14,1.40E+14,1.46E+14,1.35E+14,4.872286852
Singapore,SGP,GDP (constant LCU),NY.GDP.MKTP.KN,4.11E+11,4.23E+11,4.38E+11,4.57E+11,4.73E+11,4.80E+11,4.54E+11,2.896936964
Vietnam,VNM,GDP (constant LCU),NY.GDP.MKTP.KN,2.70E+15,2.88E+15,3.05E+15,3.26E+15,3.49E+15,3.74E+15,3.85E+15,5.78238772
China,CHN,GDP (constant LCU),NY.GDP.MKTP.KN,6.44E+13,6.89E+13,7.36E+13,7.87E+13,8.40E+13,8.90E+13,9.11E+13,6.611099844
Nigeria,NGA,GDP (constant LCU),NY.GDP.MKTP.KN,6.80E+13,6.98E+13,6.87E+13,6.92E+13,7.05E+13,7.21E+13,7.08E+13,2.59608201
South Africa,ZAF,GDP (constant LCU),NY.GDP.MKTP.KN,4.36E+12,4.42E+12,4.45E+12,4.50E+12,4.57E+12,4.57E+12,4.28E+12,0.741472777
"Egypt, Arab Rep.",EGY,GDP (constant LCU),NY.GDP.MKTP.KN,3.06E+12,3.19E+12,3.33E+12,3.47E+12,3.65E+12,3.86E+12,4.00E+12,3.571114793
Australia,AUS,GDP (constant LCU),NY.GDP.MKTP.KN,1.76E+12,1.79E+12,1.84E+12,1.89E+12,1.94E+12,1.98E+12,1.98E+12,2.342141839
Israel,ISR,GDP (constant LCU),NY.GDP.MKTP.KN,1.14E+12,1.17E+12,1.22E+12,1.27E+12,1.32E+12,1.37E+12,1.34E+12,3.322426564
Country List,(Country List),GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,..,..,..
Brazil,BRA,GDP (current LCU),NY.GDP.MKTP.CN,5.78E+12,6.00E+12,6.27E+12,6.59E+12,7.00E+12,7.41E+12,7.45E+12,6.505855298
Argentina,ARG,GDP (current LCU),NY.GDP.MKTP.CN,4.58E+12,5.95E+12,8.23E+12,1.07E+13,1.47E+13,2.18E+13,2.75E+13,28.05657099
Colombia,COL,GDP (current LCU),NY.GDP.MKTP.CN,7.63E+14,8.05E+14,8.64E+14,9.20E+14,9.88E+14,1.06E+15,1.00E+15,6.11613798
United States,USA,GDP (current LCU),NY.GDP.MKTP.CN,1.75E+13,1.82E+13,1.87E+13,1.95E+13,2.06E+13,2.14E+13,2.09E+13,3.319296372
United Kingdom,GBR,GDP (current LCU),NY.GDP.MKTP.CN,1.88E+12,1.94E+12,2.02E+12,2.10E+12,2.17E+12,2.26E+12,2.16E+12,2.90691907
United Arab Emirates,ARE,GDP (current LCU),NY.GDP.MKTP.CN,1.48E+12,1.32E+12,1.31E+12,1.42E+12,1.55E+12,1.53E+12,1.32E+12,2.138094272
Turkey,TUR,GDP (current LCU),NY.GDP.MKTP.CN,2.05E+12,2.35E+12,2.63E+12,3.13E+12,3.76E+12,4.32E+12,5.05E+12,14.63765302
Norway,NOR,GDP (current LCU),NY.GDP.MKTP.CN,3.14E+12,3.11E+12,3.10E+12,3.30E+12,3.55E+12,3.57E+12,3.41E+12,2.754947548
Greece,GRC,GDP (current LCU),NY.GDP.MKTP.CN,1.77E+11,1.76E+11,1.74E+11,1.77E+11,1.80E+11,1.83E+11,1.65E+11,-3.04277739
India,IND,GDP (current LCU),NY.GDP.MKTP.CN,1.25E+14,1.38E+14,1.54E+14,1.71E+14,1.89E+14,2.04E+14,1.97E+14,9.502604503
Singapore,SGP,GDP (current LCU),NY.GDP.MKTP.CN,3.99E+11,4.23E+11,4.40E+11,4.74E+11,5.07E+11,5.11E+11,4.69E+11,3.609079124
Vietnam,VNM,GDP (current LCU),NY.GDP.MKTP.CN,3.94E+15,4.19E+15,4.50E+15,5.01E+15,5.54E+15,6.04E+15,6.29E+15,10.70358786
China,CHN,GDP (current LCU),NY.GDP.MKTP.CN,6.44E+13,6.89E+13,7.46E+13,8.32E+13,9.19E+13,9.87E+13,1.02E+14,9.023022821
Nigeria,NGA,GDP (current LCU),NY.GDP.MKTP.CN,9.01E+13,9.52E+13,1.03E+14,1.15E+14,1.29E+14,1.46E+14,1.54E+14,10.3833122
South Africa,ZAF,GDP (current LCU),NY.GDP.MKTP.CN,4.13E+12,4.42E+12,4.76E+12,5.08E+12,5.36E+12,5.61E+12,5.52E+12,5.91592311
"Egypt, Arab Rep.",EGY,GDP (current LCU),NY.GDP.MKTP.CN,2.13E+12,2.44E+12,2.71E+12,3.47E+12,4.44E+12,5.32E+12,5.86E+12,15.7948951
Australia,AUS,GDP (current LCU),NY.GDP.MKTP.CN,1.60E+12,1.62E+12,1.66E+12,1.76E+12,1.84E+12,1.95E+12,1.98E+12,4.189738099
Israel,ISR,GDP (current LCU),NY.GDP.MKTP.CN,1.11E+12,1.17E+12,1.23E+12,1.28E+12,1.34E+12,1.42E+12,1.40E+12,4.683051565
Country List,(Country List),GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2.46E+12,1.80E+12,1.80E+12,2.06E+12,1.92E+12,1.88E+12,1.44E+12,-4.245419259
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,5.26E+11,5.95E+11,5.58E+11,6.44E+11,5.25E+11,4.52E+11,3.89E+11,-0.845347733
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,3.81E+11,2.93E+11,2.83E+11,3.12E+11,3.34E+11,3.23E+11,2.71E+11,-0.542265093
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1.75E+13,1.82E+13,1.87E+13,1.95E+13,2.06E+13,2.14E+13,2.09E+13,3.319296372
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,3.09E+12,2.96E+12,2.72E+12,2.70E+12,2.90E+12,2.88E+12,2.76E+12,1.040219817
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,4.03E+11,3.58E+11,3.57E+11,3.86E+11,4.22E+11,4.17E+11,3.59E+11,2.138094272
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,9.39E+11,8.64E+11,8.70E+11,8.59E+11,7.78E+11,7.61E+11,7.20E+11,-0.762423641
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,4.98E+11,3.86E+11,3.69E+11,3.98E+11,4.37E+11,4.06E+11,3.63E+11,-1.67804295
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2.35E+11,1.96E+11,1.93E+11,1.99E+11,2.12E+11,2.05E+11,1.89E+11,-4.523029108
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2.04E+12,2.10E+12,2.29E+12,2.65E+12,2.70E+12,2.87E+12,2.66E+12,4.62237855
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,3.15E+11,3.08E+11,3.19E+11,3.43E+11,3.76E+11,3.74E+11,3.40E+11,3.490967515
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11,2.62E+11,2.71E+11,8.497016552
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1.05E+13,1.11E+13,1.12E+13,1.23E+13,1.39E+13,1.43E+13,1.47E+13,8.832103343
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,5.47E+11,4.87E+11,4.05E+11,3.76E+11,3.97E+11,4.48E+11,4.32E+11,1.789633542
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,3.81E+11,3.47E+11,3.24E+11,3.81E+11,4.05E+11,3.88E+11,3.35E+11,-2.185119558
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,3.06E+11,3.29E+11,3.32E+11,2.36E+11,2.50E+11,3.03E+11,3.65E+11,5.115921666
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1.47E+12,1.35E+12,1.21E+12,1.33E+12,1.43E+12,1.39E+12,1.33E+12,1.458872985
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,3.11E+11,3.00E+11,3.19E+11,3.55E+11,3.74E+11,3.98E+11,4.07E+11,5.509460637
Country List,(Country List),GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..
Brazil,BRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,178.0734404,186.6305787,6.239609618
Argentina,ARG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,652.0072626,825.3107382,1164.673397,1467.562778,2084.433257,3145.857912,4400.778931,28.7681662
Colombia,COL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,97.6092294,100,105.1483343,110.5463721,115.6653099,120.3043211,121.9968879,3.614699002
United States,USA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,99.05645602,100,101.0492474,102.9490418,105.4208289,107.3027504,108.5555253,1.66968812
United Kingdom,GBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,99.49122692,100,101.9011066,103.7544497,105.8285374,107.9610916,114.2910425,2.130511888
United Arab Emirates,ARE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,113.5218666,95.99194943,92.92666305,98.03310702,106.0782305,101.3640746,92.88663488,-0.737900216
Turkey,TUR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,141.9586835,153.0952243,165.5425979,183.723184,213.9930821,243.6511244,279.7758416,9.610731234
Norway,NOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,102.9387627,100,98.52574617,102.4186332,109.2311191,108.7530251,104.8309551,1.44237742
Greece,GRC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,100.2945958,100,99.42141925,99.7051742,99.54041734,99.78776591,98.95199534,-0.469340244
India,IND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,118.4303363,121.1300602,125.0522212,130.0158664,134.8748865,139.6845269,146.1263218,4.63031765
Singapore,SGP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,97.03064477,100,100.6471398,103.6726864,107.1432737,106.4744917,103.3657969,0.712142159
Vietnam,VNM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,146.0739611,145.7952693,147.4145433,153.4375893,158.6515597,161.4891993,163.5780423,4.921200135
China,CHN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,100.0029442,100,101.407346,105.6995965,109.3988156,110.8072729,111.5000336,2.411922977
Nigeria,NGA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,132.5983432,136.3955157,149.4126537,166.0257243,183.0076407,202.0125801,217.8688345,7.787230189
South Africa,ZAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,94.74584282,100.0000002,106.9521721,112.8060089,117.269149,122.5456142,129.0077259,5.174450333
"Egypt, Arab Rep.",EGY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,69.64695606,76.56351847,81.34541792,100,121.4262259,137.9675956,146.550861,12.22378031
Australia,AUS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,91.02640903,90.46519262,89.92461006,93.29236767,94.99976288,98.24760139,100,1.84759626
Israel,ISR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,97.56040708,100,100.5604676,100.5586196,101.4508543,103.3631533,104.3687415,1.360625
Country List,(Country List),GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,178.0734404,186.6305787,6.239609618
Argentina,ARG,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,652.0072626,825.3107382,1164.673397,1467.562778,2084.433257,3145.857912,4400.778931,28.7681662
Colombia,COL,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,97.6092294,100,105.1483343,110.5463721,115.6653099,120.3043211,121.9968879,3.614699002
United States,USA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,99.05645602,100,101.0492474,102.9490418,105.4208289,107.3027504,108.5555253,1.66968812
United Kingdom,GBR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,99.49122692,100,101.9011066,103.7544497,105.8285374,107.9610916,114.2910425,2.130511888
United Arab Emirates,ARE,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,113.5218666,95.99194943,92.92666305,98.03310702,106.0782305,101.3640746,92.88663488,-0.737900216
Turkey,TUR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,141.9586835,153.0952243,165.5425979,183.723184,213.9930821,243.6511244,279.7758416,9.610731234
Norway,NOR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,102.9387627,100,98.52574617,102.4186332,109.2311191,108.7530251,104.8309551,1.44237742
Greece,GRC,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,100.2945958,100,99.42141925,99.7051742,99.54041734,99.78776591,98.95199534,-0.469340244
India,IND,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,118.4303363,121.1300602,125.0522212,130.0158664,134.8748865,139.6845269,146.1263218,4.63031765
Singapore,SGP,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,97.03064477,100,100.6471398,103.6726864,107.1432737,106.4744917,103.3657969,0.712142159
Vietnam,VNM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,146.0739611,145.7952693,147.4145433,153.4375893,158.6515597,161.4891993,163.5780423,4.921200135
China,CHN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,100.0029442,100,101.407346,105.6995965,109.3988156,110.8072729,111.5000336,2.411922977
Nigeria,NGA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,132.5983432,136.3955157,149.4126537,166.0257243,183.0076407,202.0125801,217.8688345,7.787230189
South Africa,ZAF,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,94.74584282,100.0000002,106.9521721,112.8060089,117.269149,122.5456142,129.0077259,5.174450333
"Egypt, Arab Rep.",EGY,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,69.64695606,76.56351847,81.34541792,100,121.4262259,137.9675956,146.550861,12.22378031
Australia,AUS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,91.02640903,90.46519262,89.92461006,93.29236767,94.99976288,98.24760139,100,1.84759626
Israel,ISR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,97.56040708,100,100.5604676,100.5586196,101.4508543,103.3631533,104.3687415,1.360625
Country List,(Country List),GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,..,..,..,..,..,..,..,..
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.50395574,-3.545763393,-3.275916906,1.322869054,1.783666761,1.411152985,-4.059048273,..
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.512615321,2.731159828,-2.080327844,2.818502978,-2.617396463,-2.025934237,-9.895268964,..
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.499030001,2.955901375,2.087382502,1.359360868,2.564324283,3.281116805,-6.795758107,..
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.525973446,3.07551465,1.711426774,2.332679395,2.996464352,2.161176515,-3.642013879,..
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.991164814,2.622596679,2.263463538,2.134453093,1.650925496,1.671944197,-9.693816671,..
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.41008526,5.060334864,2.984216091,2.373551057,1.189855642,3.411538686,-6.134500803,..
Turkey,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.939715161,6.084486904,3.323084208,7.501997489,2.979885235,0.889585161,1.793551396,-15.47255542
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.969544301,1.967128438,1.071558977,2.323258407,1.118828827,0.851897614,-0.765860365,..
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.475695947,-0.19608763,-0.487173294,1.09214912,1.668428636,1.803595256,-9.019129085,4.984931747
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.410227605,7.996253786,8.256305502,6.795383419,6.532989011,4.041554187,-7.251754782,..
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.938002729,2.988520676,3.329034458,4.520379476,3.497469601,1.345217486,-5.391021406,..
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.983654637,6.679288789,6.210811668,6.81224566,7.075788617,7.017434882,2.905835584,-7.932014002
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.949714233,2.347513573,-15.10875637
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082,..
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.413826452,1.321862237,0.664552308,1.157946952,1.487617373,0.113053697,-6.431974826,..
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.915911879,4.372019079,4.346643453,4.181221001,5.314121037,5.557683888,3.569669475,-3.659866424
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.562931521,2.172204753,2.741643069,2.295926947,2.87097248,2.113149425,-0.003836559,..
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.124746861,2.279679419,4.462753818,4.377044428,3.983424594,3.77358981,-2.153428489,..
Country List,(Country List),GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9214.989383,8814.001418,8455.323481,8498.305102,8582.349943,8638.294287,8228.791351,-0.559443979
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13567.94842,13789.06042,13360.21183,13595.03736,13112.40113,12711.70519,11342.02182,-1.779708022
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6069.186783,6175.87603,6219.149691,6208.98702,6271.875121,6390.368057,5889.222199,1.316631441
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,55574.35682,56863.3715,57418.93385,58387.77581,59821.59227,60836.77145,58510.23662,1.034484325
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44349.51987,45039.23595,45469.07774,45947.16434,46241.65197,46611.84433,41811.35981,-0.110346473
United Arab Emirates,ARE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,36979.65046,38663.4005,39429.3804,39828.1757,39700.49043,39789.96685,..,..
Turkey,TUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10549.67606,11006.27952,11187.05364,11835.26111,12004.37691,11956.19782,12035.03345,3.487457472
Norway,NOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,73650.31354,74355.51586,74493.11794,75610.62598,75953.55861,76085.24552,75059.31808,0.357055537
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18005.72928,18050.09761,18036.53922,18303.7216,18626.82437,18992.6602,17436.00689,-2.126741494
